"","X","eeg_nr","hersteller","typ","leistung_m","indatum_m","gem_m","b_wgs84","l_wgs84","nabe","rotor","gem_s","plz","ort","strasse","leistung_s","indatum_s","menge_kwh","lk_nr","lk_name","vg_nr","vg_name","lk_volllast","Ertrag2019_MWh","ErtragRepowert","Ertragssteigerung","Emissionsminderung"
"1464",1464,"E3123801W000000000002771761226679","ENERCON GmbH","E-82 E2",2300,"29.03.2018",7235068,49.647389,6.658705,138,82,723503106,54331,"Pellingen","20kV Kabel Weg Flur 18, Parz. 1/3","2300",2018-03-29,5930833,"7235","Trier-Saarburg","723503","Konz",2675,5931,9095,153,1235.2256
"1465",1465,"E3123801W000000000003104781216340","ENERCON GmbH","E-92",2350,"29.12.2016",7339062,49.972484,7.78479,138,92,733901063,55413,"Weiler bei Bingen","Windpark Weiler 900Z","2350",2016-12-29,3928189,"7339","Mainz-Bingen","733901","Rhein-Nahe",2300,3928,7820,199,1519.4368
"1466",1466,"E3123801W000000000003104781216341","ENERCON GmbH","E-92",2350,"24.03.2017",7339062,49.969897,7.791474,138,92,733901063,55413,"Weiler bei Bingen","Windpark Weiler 900Z","2350",2017-03-24,3928189,"7339","Mainz-Bingen","733901","Rhein-Nahe",2300,3928,7820,199,1519.4368
"1467",1467,"E3123801W000000000003104781216342","ENERCON GmbH","E-92",2350,"31.03.2017",7339062,49.971001,7.788126,138,92,733901063,55413,"Weiler bei Bingen","Windpark Weiler 900Z","2350",2017-03-31,3928189,"7339","Mainz-Bingen","733901","Rhein-Nahe",2300,3928,7820,199,1519.4368
"1468",1468,"E3123801W000000000003114481216530","ENERCON GmbH","E-82 E2 TES",2300,"08.11.2016",7140154,49.981083,7.431074,138,82,714008144,55469,"Simmern","Auf der Horhöh L218","2300",2016-11-08,3716943,"7140","Rhein-Hundsrück","714008","Simmern-Rheinböllen",2450,3717,8330,224,1800.9152
"1469",1469,"E3123801W000000000003114481216531","ENERCON GmbH","E-115",3000,"04.01.2017",7140049,49.981816,7.422137,135,115,714008144,55469,"Simmern","Auf der Horhöh L218","3000",2017-01-04,5821716,"7140","Rhein-Hundsrück","714008","Simmern-Rheinböllen",2450,5822,8330,143,979.1232
"1470",1470,"E3123801W000000000003114481216532",NA,NA,NA,NA,NA,NA,NA,NA,NA,714008144,55469,"Simmern (Hunsrück)","Auf der Horhöh / L218","2350",2018-03-22,4052544,"7140","Rhein-Hundsrück","714008","Simmern-Rheinböllen",2450,4053,8330,206,1669.7408
"1471",1471,"E3123801W000000000003114481216533",NA,NA,NA,NA,NA,NA,NA,NA,NA,714008144,55469,"Simmern (Hunsrück)","Auf der Horhöh / L218","2350",2018-03-29,4052544,"7140","Rhein-Hundsrück","714008","Simmern-Rheinböllen",2450,4053,8330,206,1669.7408
"1472",1472,"E3123801W000000000003119321006081","Vestas Deutschland GmbH","V 126",3300,"29.08.2016",7140095,50.022152,7.445345,149,126,714003095,56288,"Michelbach","Im Brühl 901Z","3300",2016-08-29,7462962,"7140","Rhein-Hundsrück","714003","Kastellaun",2450,7463,8330,112,338.4768
"1473",1473,"E3123801W000000000003160841212099","Vestas Deutschland GmbH","V136",3600,"31.12.2018",7134082,49.683209,7.519205,149,136,713405083,55758,"Sienhachenbach","Hauptstr. 902Z","3600",2018-12-31,6730225,"7134","Birkenfeld","713405","Herstein-Rhaunen",1850,6730,6290,93,-171.776
"1474",1474,"E3123801W000000000003160841212100","Vestas Deutschland GmbH","V136",3600,"02.02.2019",7134082,49.68639,7.521022,149,136,713405083,55758,"Sienhachenbach","Hauptstr. 902Z","3600",2019-02-02,6300956,"7134","Birkenfeld","713405","Herstein-Rhaunen",1850,6301,6290,100,-4.2944
"1475",1475,"E3123801W000000000003163651173390","Nordex Energy GmbH","N-117",2400,"22.04.2017",7135038,55.64963,3.68882,140.6,116.8,713502038,56761,"Hambuch","Hainbuchenstr. 900Z","2400",2017-04-22,5802876,"7135","Cochem-Zell","713502","Kaisersesch",2275,5803,7735,133,754.2528
"1476",1476,"E3123801W000000000003472440133254",NA,NA,NA,NA,NA,NA,NA,NA,NA,714009031,56281,"Dörth","Hauptstr. 903","3300",2018-02-22,9895962,"7140","Rhein-Hundsrück","714009","Hundsrück-Mittelrhein",2450,9896,8330,84,-611.3664
"1477",1477,"E3123801W000000000003472440133256",NA,NA,NA,NA,NA,NA,NA,NA,NA,714009031,56281,"Dörth","Hauptstr. 903Z","3300",2016-07-27,9895962,"7140","Rhein-Hundsrück","714009","Hundsrück-Mittelrhein",2450,9896,8330,84,-611.3664
"1478",1478,"E3123801W000000000003472440133257",NA,NA,NA,NA,NA,NA,NA,NA,NA,714009031,56281,"Dörth","Hauptstr. 903","3300",2018-02-15,9895962,"7140","Rhein-Hundsrück","714009","Hundsrück-Mittelrhein",2450,9896,8330,84,-611.3664
"1479",1479,"E3123801W000000000003484410071574","GE Wind Energy GmbH","GE 2.5",2530,"04.11.2016",7135026,50.272019,7.091496,139,120,713502045,56759,"Kaisersesch","Werner-von-Siemens-Str.","2530",2016-11-04,7805774,"7135","Cochem-Zell","713502","Kaisersesch",2275,7806,7735,99,-27.7184
"1480",1480,"E3123801W000000000003484410071577","GE Wind Energy GmbH","GE 2.5",2530,"22.11.2016",7135026,50.270511,7.080779,139,120,713502045,56759,"Kaisersesch","Werner-von-Siemens-Str.","2530",2016-11-22,7805774,"7135","Cochem-Zell","713502","Kaisersesch",2275,7806,7735,99,-27.7184
"1481",1481,"E3123801W000000000003484410071578","GE Wind Energy GmbH","GE 2.5",2530,"16.11.2016",7135026,50.268691,7.085497,139,120,713502045,56759,"Kaisersesch","Werner-von-Siemens-Str.","2530",2016-11-16,7805774,"7135","Cochem-Zell","713502","Kaisersesch",2275,7806,7735,99,-27.7184
"1482",1482,"E3123801W000000000003528601167290","Senvion Deutschland GmbH","SEN 3.2M114",3200,"24.03.2018",7140014,50.13803,7.587343,143,114,714009031,56281,"Dörth","Rhein-Mosel-Str. 902Z","3170",2018-03-24,8031466,"7140","Rhein-Hundsrück","714009","Hundsrück-Mittelrhein",2450,8031,8330,104,116.7296
"1483",1483,"E3123801W000000000003595481188136","ENERCON GmbH","E-115",3000,"23.03.2017",7233232,50.320052,6.458766,149,115,723306214,54611,"Hallschlag","Aufm Beuel 17","3000",2017-03-23,9311509,"7233","Vulkaneifel","723306","Geroldstein",2825,9312,9605,103,114.3872
"1484",1484,"E3123801W000000000003595481188137","ENERCON GmbH","E-115",3000,"28.02.2017",7233232,50.317351,6.461523,149,115,723306214,54611,"Hallschlag","Aufm Beuel 17","3000",2017-02-28,9311509,"7233","Vulkaneifel","723306","Geroldstein",2825,9312,9605,103,114.3872
"1485",1485,"E3123801W000000000003595481188138","ENERCON GmbH","E-115",3000,"30.03.2017",7233232,50.315906,6.467866,149,115,723306214,54611,"Hallschlag","Aufm Beuel 17","3000",2017-03-30,9311509,"7233","Vulkaneifel","723306","Geroldstein",2825,9312,9605,103,114.3872
"1486",1486,"E3123801W000000000003595481188139","ENERCON GmbH","E-115",3000,"08.02.2017",7233232,50.320214,6.469899,149,115,723306214,54611,"Hallschlag","Aufm Beuel 17","3000",2017-02-08,9311509,"7233","Vulkaneifel","723306","Geroldstein",2825,9312,9605,103,114.3872
"1487",1487,"E3123801W000000000003595481188140",NA,NA,NA,NA,NA,NA,NA,NA,NA,723306214,54611,"Hallschlag","Aufm Beuel 17","3000",2017-04-27,9311507,"7233","Vulkaneifel","723306","Geroldstein",2825,9312,9605,103,114.3872
"1488",1488,"E3123801W000000000003605371189724","GE Wind Energy GmbH","GE-120-2,75/139,00/120,00/2,78MW",2780,"03.08.2016",7133060,49.678869,7.595091,139,120,713310060,67744,"Löllbach","Medarder Weg 900Z","2780",2016-08-03,6038854,"7133","Bad Kreuznach","713310","Nahe Glan",2600,6039,8840,146,1093.5104
"1489",1489,"E3123801W000000000003605751210677",NA,NA,NA,NA,NA,NA,NA,NA,NA,714008106,55469,"Niederkumbd","Brühlstr. 900Z","3000",2017-11-10,5990847,"7140","Rhein-Hundsrück","714008","Simmern-Rheinböllen",2450,5991,8330,139,913.1456
"1490",1490,"E3123801W000000000003672131214793","ENERCON GmbH","E-141 EP4",4200,"21.03.2017",7331024,49.671945,8.196543,129,141,733107036,67598,"Gundersheim","UW","4200",2017-03-21,8797734,"7331","Alzey-Worms","733107","Wonnegau",2150,8798,7310,83,-580.9152
"1491",1491,"E3123801W000000000003699450156473",NA,NA,NA,NA,NA,NA,NA,NA,NA,714008037,55494,"Erbach","Bacharacher Str. 103Z","3300",2017-07-27,6655948,"7140","Rhein-Hundsrück","714008","Simmern-Rheinböllen",2450,6656,8330,125,653.5296
"1492",1492,"E3123801W000000000003699450156474",NA,NA,NA,NA,NA,NA,NA,NA,NA,714008037,55494,"Erbach","Bacharacher Str. 103Z","3300",2017-07-31,6655948,"7140","Rhein-Hundsrück","714008","Simmern-Rheinböllen",2450,6656,8330,125,653.5296
"1493",1493,"E3123801W000000000003699450156475",NA,NA,NA,NA,NA,NA,NA,NA,NA,714008037,55494,"Erbach","Bacharacher Str. 103Z","3300",2017-07-26,6655948,"7140","Rhein-Hundsrück","714008","Simmern-Rheinböllen",2450,6656,8330,125,653.5296
"1494",1494,"E3123801W000000000003699450156477",NA,NA,NA,NA,NA,NA,NA,NA,NA,714008037,55494,"Erbach","Bacharacher Str. 103Z","3300",2017-07-27,6655948,"7140","Rhein-Hundsrück","714008","Simmern-Rheinböllen",2450,6656,8330,125,653.5296
"1495",1495,"E3123801W000000000003726011188567",NA,NA,NA,NA,NA,NA,NA,NA,NA,714004145,55487,"Sohren","Laufersweiler Str. 903Z","3000",2017-10-27,5916306,"7140","Rhein-Hundsrück","714004","Kirchberg (Hunsrück)",2450,5916,8330,141,942.4256
"1496",1496,"E3123801W000000000003726011198979",NA,NA,NA,NA,NA,NA,NA,NA,NA,714004145,55487,"Sohren","Laufersweiler Str. 903Z","3000",2017-11-23,5916306,"7140","Rhein-Hundsrück","714004","Kirchberg (Hunsrück)",2450,5916,8330,141,942.4256
"1497",1497,"E3123801W000000000003807051225828","ENERCON GmbH","E82",2300,"30.12.2017",7232231,50.16855,6.238719,138,82,723206231,54597,"Habscheid","Dromigt 900","2300",2017-12-30,4981752,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,4982,6375,128,543.8272
"1498",1498,"E3123801W000000000003880851194784","ENERCON GmbH","E-82 E2",2300,"12.08.2016",7233237,50.350775,6.407605,138,82,723306237,54611,"Scheid","77","2300",2016-08-17,5003229,"7233","Vulkaneifel","723306","Geroldstein",2825,5003,9605,192,1796.6208
"1499",1499,"E3123801W000000000004242291178082","ENERCON GmbH","E-115",3000,"25.03.2017",7233035,50.328792,6.505922,149,115,723306214,54611,"Hallschlag","Auf'm Beuel 905Z","3000",2017-03-25,8637095,"7233","Vulkaneifel","723306","Geroldstein",2825,8637,9605,111,377.9072
"1500",1500,"E3123801W000000000004242291178083","ENERCON GmbH","E-115",3000,"17.03.2017",7233035,50.325069,6.50599,149,115,723306214,54611,"Hallschlag","Auf'm Beuel 905Z","3000",2017-03-17,8637095,"7233","Vulkaneifel","723306","Geroldstein",2825,8637,9605,111,377.9072
"1501",1501,"E3123801W000000000004242291178084","ENERCON GmbH","E-115",3000,"26.04.2017",7233035,50.319631,6.499447,149,115,723306214,54611,"Hallschlag","Auf'm Beuel 905Z","3000",2017-04-26,8637095,"7233","Vulkaneifel","723306","Geroldstein",2825,8637,9605,111,377.9072
"1502",1502,"E3123801W000000000004242291178085","ENERCON GmbH","E-115",3000,"22.02.2017",7233035,50.315067,6.492635,149,115,723306214,54611,"Hallschlag","Auf'm Beuel 905Z","3000",2017-02-22,8637095,"7233","Vulkaneifel","723306","Geroldstein",2825,8637,9605,111,377.9072
"1503",1503,"E3123801W000000000004242291204109","ENERCON GmbH","E115",3000,"30.03.2017",7233035,50.311289,6.492229,149,115,723306214,54611,"Hallschlag","Auf'm Beuel 905Z","3000",2017-03-30,8637091,"7233","Vulkaneifel","723306","Geroldstein",2825,8637,9605,111,377.9072
"1504",1504,"E3123801W000000000004392151187795",NA,NA,NA,NA,NA,NA,NA,NA,NA,713700068,56727,"Mayen","Kehriger Str. 907Z","2780",2016-06-24,6440944,"7137","Mayen-Koblenz","713700","vfr Mayen-Koblenz",2275,6441,7735,120,505.1776
"1505",1505,"E3123801W000000000004476271225770",NA,NA,NA,NA,NA,NA,NA,NA,NA,723306214,54611,"Hallschlag","Zur Kehr 905","2300",2017-11-15,4983582,"7233","Vulkaneifel","723306","Geroldstein",2825,4984,9605,193,1804.0384
"1506",1506,"E3123801W000000000004674291190959",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106058,54497,"Horath","Auf der K 79","3300",2016-08-15,7140397,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,7140,8670,121,597.312
"1507",1507,"E3123801W000000000004674601212218","Vestas Deutschland GmbH","V112",3300,"04.11.2016",7233235,50.312527,6.472532,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508",1508,"E3123801W000000000004697680090121","ENERCON GmbH","E-82",2300,"28.07.2017",7232217,50.130806,6.402346,138.38,82,723201217,54649,"Eilscheid","Flur 1, 53/1, 81","2300",2017-07-28,5155351,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,5155,6375,124,476.288
"1509",1509,"E3123801W000000000004697680090137","ENERCON GmbH","E-82",2300,"30.08.2017",7232217,50.13152,6.406115,138.38,82,723201217,54649,"Eilscheid","Flur 1, 53/1, 81","2300",2017-08-30,5155351,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,5155,6375,124,476.288
"1510",1510,"E3123801W000000000004787901204716","ENERCON GmbH","E-101",3050,"10.11.2016",7231040,49.845077,7.047104,149,101,723101040,54472,"Gornhausen","Nähe K88 999","3050",2016-11-10,7823957,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,7824,8670,111,330.2784
"1511",1511,"E3123801W000000000004831281190963",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106058,54497,"Horath","An der K 79 und K80","3300",2017-03-23,4882756,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,4883,8670,178,1478.4448
"1512",1512,"E3123801W000000000004831281190964",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106058,54497,"Horath","An der K 79 und K80","3300",2017-03-23,4882756,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,4883,8670,178,1478.4448
"1513",1513,"E3123801W000000000004939660117927","ENERCON GmbH","E-101",3050,"31.03.2017",7232262,50.142,6.402,149,101,723206290,54595,"Orlenbach","Ü-station bei St. Orlenbacher Str.","3050",2017-03-31,7702931,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,7703,6375,83,-518.4512
"1514",1514,"E3123801W000000000005027551213813",NA,NA,NA,NA,NA,NA,NA,NA,NA,723306232,54597,"Ormont","Kreisstr.  K 64 900Z","3300",2017-09-29,8573171,"7233","Vulkaneifel","723306","Geroldstein",2825,8573,9605,112,402.8928
"1515",1515,"E3123801W000000000005092531212242","ENERCON GmbH","E-115",3000,"27.04.2017",7333021,49.695923,7.733352,135,115,713310065,55590,"Meisenheim","Obertor 901Z","3000",2017-04-27,6496225,"7133","Bad Kreuznach","713310","Nahe Glan",2600,6496,8840,136,915.0976
"1516",1516,"E3123801W000000000005180781177653","Vestas Deutschland GmbH","V 112",3450,"11.06.2018",7232308,50.196222,6.336681,140,112,723206320,54595,"Watzerath","Dorfstr. 901Z","3450",2018-06-11,4415850,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,4416,6375,144,764.7936
"1517",1517,"E3123801W000000000005180781219776","GE Wind Energy GmbH","GE 2.75-120",2750,"13.07.2017",7232292,50.187655,6.338124,139,120,723206320,54595,"Watzerath","Dorfstr. 901Z","2780",2017-07-05,4142851,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,4143,6375,154,871.3728
"1518",1518,"E3123801W000000000005258220151966","Nordex SE","N117/2400 PH141",2400,"09.09.2017",7231006,49.774174,6.959297,140.6,116.8,723106006,54426,"Berglicht","Station neben St. """"Haardwald Quelle","2400",2017-09-09,6287325,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,6287,8670,138,930.3232
"1519",1519,"E3123801W000000000005263711190971","Vestas Deutschland GmbH","Vestas V112 3,3 MW",3300,"27.07.2017",7231202,49.782954,6.930907,140,112,723106202,54426,"Breit","Auf der L150","3300",2017-07-27,5943759,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,5944,8670,146,1064.2304
"1520",1520,"E3123801W000000000005263711190972","Vestas Deutschland GmbH","Vestas V112 3,3 MW",3300,"30.08.2017",7231115,49.766419,6.934375,140,112,723106202,54426,"Breit","Auf der L150","3300",2017-08-30,5943759,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,5944,8670,146,1064.2304
"1521",1521,"E3123801W000000000005263711190975","Vestas Deutschland GmbH","Vestas V112 3,3 MW",3300,"30.07.2017",7231203,49.779759,6.932377,140,112,723106202,54426,"Breit","Auf der L150","3300",2017-07-30,5943759,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,5944,8670,146,1064.2304
"1522",1522,"E3123801W000000000005263711190976","Vestas Deutschland GmbH","Vestas V112 3,3 MW",3300,"30.08.2017",7231202,49.766534,6.924704,140,112,723106202,54426,"Breit","Auf der L150","3300",2017-08-30,5943759,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,5944,8670,146,1064.2304
"1523",1523,"E3123801W000000000005297981208865","Vestas Deutschland GmbH","V126",3300,"28.12.2017",7140094,49.969778,7.379481,166,126,714004145,55487,"Sohren","Laufersweiler Str. 904Z","3300",2017-12-28,7785301,"7140","Rhein-Hundsrück","714004","Kirchberg (Hunsrück)",2450,7785,8330,107,212.768
"1524",1524,"E3123801W000000000005297981212893","Vestas Deutschland GmbH","V 126 NH 166",3300,"19.12.2017",7140094,49.968536,7.347306,166,126,714004145,55487,"Sohren","Laufersweiler Str. 904Z","3300",2017-12-19,7785301,"7140","Rhein-Hundsrück","714004","Kirchberg (Hunsrück)",2450,7785,8330,107,212.768
"1525",1525,"E3123801W000000000005297981212895","Vestas Deutschland GmbH","V 126 NH 166",3300,"11.12.2017",7140111,49.966264,7.349703,166,126,714004145,55487,"Sohren","Laufersweiler Str. 904Z","3300",2017-12-11,7785301,"7140","Rhein-Hundsrück","714004","Kirchberg (Hunsrück)",2450,7785,8330,107,212.768
"1526",1526,"E3123801W000000000005364851006162","ENERCON GmbH","E-115 TES",3000,"28.03.2018",7231133,49.851837,6.988985,149,115.72,723101133,54487,"Wintrich","Bergstr. 900Z","3000",2018-03-28,6997084,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,6997,8670,124,653.1392
"1527",1527,"E3123801W000000000005364851231093","ENERCON GmbH","E-115 TES",3000,"28.03.2018",7231133,49.851796,6.980988,149,115.72,723101133,54487,"Wintrich","Bergstr. 900Z","3000",2018-03-28,6997084,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,6997,8670,124,653.1392
"1528",1528,"E3123801W000000000005364851231095","ENERCON GmbH","E-115 TES",3000,"18.05.2018",7231133,49.848496,6.982558,149,115.72,723101133,54487,"Wintrich","Bergstr. 900Z","3000",2018-05-18,6997084,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,6997,8670,124,653.1392
"1529",1529,"E3123801W000000000005364851231096","ENERCON GmbH","E-115 TES",3000,"30.05.2018",7231133,49.847475,6.988026,149,115.72,723101133,54487,"Wintrich","Bergstr. 900Z","3000",2018-05-30,6997084,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,6997,8670,124,653.1392
"1530",1530,"E3123801W000000000005364851231097","ENERCON GmbH","E-115 TES",3000,"30.05.2018",7231133,49.849864,7.002868,149,115.72,723101133,54487,"Wintrich","Bergstr. 900","3000",2018-05-30,6997084,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,6997,8670,124,653.1392
"1531",1531,"E3123801W000000000005364851231098","ENERCON GmbH","E-115 TES",3000,"05.06.2018",7231133,49.846782,7.005707,149,115.72,723101133,54487,"Wintrich","Bergstr. 900Z","3000",2018-06-05,6997111,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,6997,8670,124,653.1392
"1532",1532,"E3123801W000000000005364851231099","ENERCON GmbH","E-115 TES",3000,"27.06.2018",7231133,49.842398,7.017516,149,115.72,723101133,54487,"Wintrich","Bergstr. 900Z","3000",2018-06-27,6997084,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,6997,8670,124,653.1392
"1533",1533,"E3123801W000000000005364851231100","ENERCON GmbH","E-115 TES",3000,"25.06.2018",7231133,49.8468,6.97456,149,115.72,723101133,54487,"Wintrich","Bergstr. 900Z","3000",2018-06-25,6997084,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,6997,8670,124,653.1392
"1534",1534,"E3123801W000000000005364851231101","ENERCON GmbH","E-115 TES",3000,"28.06.2018",7231133,49.850777,7.009939,149,115.72,723101133,54487,"Wintrich","Bergstr. 900Z","3000",2018-06-28,6997111,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,6997,8670,124,653.1392
"1535",1535,"E3123801W000000000005364851231102","ENERCON GmbH","E-115 TES",3000,"16.06.2018",7231133,49.844554,6.979857,149,115.72,723101133,54487,"Wintrich","Bergstr. 900Z","3000",2018-06-16,6997084,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,6997,8670,124,653.1392
"1536",1536,"E3123801W000000000005364851231104","ENERCON GmbH","E-115 TES",3000,"11.06.2018",7231133,49.841212,6.971901,149,115.72,723101133,54487,"Wintrich","Bergstr. 900Z","3000",2018-06-11,6997111,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,6997,8670,124,653.1392
"1537",1537,"E3123801W000000000005364851231106","ENERCON GmbH","E-115 TES",3000,"15.06.2018",7231133,49.846313,7.015019,149,115.72,723101133,54487,"Wintrich","Bergstr. 900Z","3000",2018-06-15,6997111,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,6997,8670,124,653.1392
"1538",1538,"E3123801W000000000005365291210281","Vestas Deutschland GmbH","V136",3600,"01.02.2018",7232229,50.168119,6.196456,149,136,723201201,54687,"Arzfeld","Anschluss neu Großkampenberg","3600",2018-02-01,9668138,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,9668,6375,66,-1285.5872
"1539",1539,"E3123801W000000000005365291210283","Vestas Deutschland GmbH","V136",3600,"23.02.2018",7232229,50.171247,6.202702,149,136,723201201,54687,"Arzfeld","Anschluss neu Großkampenberg","3600",2018-02-23,9668138,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,9668,6375,66,-1285.5872
"1540",1540,"E3123801W000000000005365291210284","Vestas Deutschland GmbH","V136",3600,"21.02.2018",7232229,50.172611,6.196207,149,136,723201201,54687,"Arzfeld","Anschluss neu Großkampenberg","3600",2018-02-21,9668138,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,9668,6375,66,-1285.5872
"1541",1541,"E3123801W000000000005374811211078","Vestas Deutschland GmbH","Vestas V136 (3,6 MW)",3600,"04.02.2019",7232262,50.127334,6.315615,149,136,723201201,54687,"Arzfeld","UA Arzfeld","3600",2019-02-04,5450761,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,5451,6375,117,360.7296
"1542",1542,"E3123801W000000000005374811211079","Vestas Deutschland GmbH","Vestas V136 (3,6 MW)",3600,"28.02.2019",7232262,50.12932,6.325649,149,136,723201201,54687,"Arzfeld","UA Arzfeld","3600",2019-02-28,4937740,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,4938,6375,129,561.0048
"1543",1543,"E3123801W000000000005374811211080","Vestas Deutschland GmbH","Vestas V136 (3,6 MW)",3600,"18.02.2019",7232262,50.131733,6.331616,149,136,723201201,54687,"Arzfeld","UA Arzfeld","3600",2019-02-18,5095232,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,5095,6375,125,499.712
"1544",1544,"E3123801W000000000005374811211081","Vestas Deutschland GmbH","Vestas V136 (3,6 MW)",3600,"14.01.2019",7232262,50.123982,6.319622,149,136,723201201,54687,"Arzfeld","UA Arzfeld","3600",2019-01-14,6035880,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,6036,6375,106,132.3456
"1545",1545,"E3123801W000000000005374811211082","Vestas Deutschland GmbH","Vestas V136 (3,6 MW)",3600,"09.01.2019",7232262,50.124914,6.328064,149,136,723201201,54687,"Arzfeld","UA Arzfeld","3600",2019-01-09,6243155,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,6243,6375,102,51.5328
"1546",1546,"E3123801W000000000005374811211083","Vestas Deutschland GmbH","Vestas V136 (3,6 MW)",3600,"08.01.2019",7232201,50.118336,6.325226,149,136,723201201,54687,"Arzfeld","UA Arzfeld","3600",2019-01-08,6243155,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,6243,6375,102,51.5328
"1547",1547,"E3123801W000000000005515501204559","ENERCON GmbH","E-115",3000,"11.05.2018",7231087,49.827564,7.020625,149,115,723100502,54497,"Morbach","UW neu","3000",2018-05-11,7753610,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,7754,8670,112,357.6064
"1548",1548,"E3123801W000000000005515501221216","ENERCON GmbH","E-115",3000,"18.05.2018",7231012,49.84106,7.026111,149,115,723101012,54472,"Brauneberg","UW neu","3000",2018-05-18,7753610,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,7754,8670,112,357.6064
"1549",1549,"E3123801W000000000005515501221217","ENERCON GmbH","E-115",3000,"23.05.2018",7231133,49.841028,7.011062,149,115,723101133,54487,"Wintrich","UW neu","3000",2018-05-23,7753610,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,7754,8670,112,357.6064
"1550",1550,"E3123801W000000000005515501221218","ENERCON GmbH","E-115",3000,"11.06.2018",7231087,49.823871,7.008276,149,115,723100502,54497,"Morbach","UW neu","3000",2018-06-11,7753610,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,7754,8670,112,357.6064
"1551",1551,"E3123801W000000000005515501221220","ENERCON GmbH","E-115",3000,"15.06.2018",7231087,49.827456,7.014317,149,115,723100502,54497,"Morbach","UW neu","3000",2018-06-15,7753610,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,7754,8670,112,357.6064
"1552",1552,"E3123801W000000000005515501221221","ENERCON GmbH","E-115",3000,"26.06.2018",7231133,49.832402,7.012167,149,115,723101133,54487,"Wintrich","UW neu","3000",2018-06-26,7753610,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,7754,8670,112,357.6064
"1553",1553,"E3123801W000000000005515501221222","ENERCON GmbH","E-115",3000,"26.06.2018",7231133,49.833779,7.017451,149,115,723101133,54487,"Wintrich","UW neu","3000",2018-06-26,7753610,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,7754,8670,112,357.6064
"1554",1554,"E3123801W000000000005515501221223","ENERCON GmbH","E-115",3000,"27.03.2018",7231087,49.832835,7.025361,149,115,723100502,54497,"Morbach","UW neu","3000",2018-03-27,7753610,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,7754,8670,112,357.6064
