"","adress","eeg_nr","hersteller","typ","leistung_m","indatum_m","gem_m","b_wgs84","l_wgs84","nabe","rotor","gem_s","plz","ort","strasse","leistung_s","indatum_s","menge_kwh","lk_nr","lk_name","vg_nr","vg_name","lk_volllast","Ertrag2019_MWh","ErtragRepowert","Ertragssteigerung","Emissionsminderung","lat_wgs84","lon_wgs84"
"317","Oberarnbach 66851 Germany","E30254010000000000005230787301688",NA,NA,NA,NA,NA,NA,NA,NA,NA,733511031,66851,"Oberarnbach","Gemarkung Oberarnbach, Flurst. 1800","1000","1999-10-27",1690809,7335,"Kaiserslautern",733511,"Landstuhl",2375,1691,8075,478,2492.3136,49.385178694279,7.5878161658924
"318","Oberarnbach 66851 Germany","E30254010000000000005230787301689",NA,NA,NA,NA,NA,NA,NA,NA,NA,733511031,66851,"Oberarnbach","Gemarkung Oberarnbach, Flurst. 1590","1000","2001-12-31",1690811,7335,"Kaiserslautern",733511,"Landstuhl",2375,1691,8075,478,2492.3136,49.3851849683976,7.58766191147099
"319","Oberlauch 54614 Germany","E31238010000000000000051980701032","ENERCON GmbH","E40/6.44",600,"23.10.2003",7232284,50.160591,6.413087,78,44,723206284,54614,"Oberlauch","Brunnenweg 903Z / 3/1","600","2003-10-23",954244,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,954,6375,668,2116.3584,50.1604960823228,6.41328049966794
"320","Odenbach 67748 Germany","E30254010000000000005230823402040","ENERCON GmbH","E 40/6.44",600,"28.12.2004",7336074,49.686775,7.666451,78,44,733608074,67748,"Odenbach","Gemarkung Odenbach, Flurst. 3375, Am Sportpl.","600","2004-12-28",716942,7336,"Kusel",733608,"Lauterecken-Wolfstein",2700,717,9180,1280,3303.9552,49.6868723916642,7.66638840874417
"321","Odenbach 67748 Germany","E30254010000000000005230823407054","ENERCON GmbH","E 40/6.44",600,"28.12.2004",7336074,49.685214,7.665335,78,44,733608074,67748,"Odenbach","Gemarkung Odenbach, Flurst. 3375/3384, Am Sportpl.","600","2004-12-28",716934,7336,"Kusel",733608,"Lauterecken-Wolfstein",2700,717,9180,1280,3303.9552,49.6852588971662,7.66529976151776
"322","Olsbrücken 67737 Germany","E30254010000000000005230789401732","ENERCON GmbH","E-66",1800,"16.07.2004",7335033,49.552833,7.656802,65,66,733510033,67737,"Olsbrücken","Gemarkung Olsbrücken, Flurst. 1531","1800","2004-07-16",2073185,7335,"Kaiserslautern",733510,"Otterbach-Otterberg",2375,2073,8075,390,2343.1808,49.55277398827,7.65693719489095
"323","Olsbrücken 67737 Germany","E30254010000000000005230789401733","ENERCON GmbH","E-66",1800,"27.07.2004",7335033,49.556707,7.65823,65,66,733510033,67737,"Olsbrücken","Gemarkung Olsbrücken, Flurst. 1409","1800","2004-07-27",2073177,7335,"Kaiserslautern",733510,"Otterbach-Otterberg",2375,2073,8075,390,2343.1808,49.5567357771424,7.65806674365832
"324","Olzheim 54597 Germany","E31238010000030212000000560611694",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206288,54597,"Olzheim","Olzheimer Berg 904Z / 4","600","1998-01-31",759220,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,759,6375,840,2192.4864,50.2728248974319,6.45747045928987
"325","Olzheim 54597 Germany","E31238010000000000000053361901087",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206288,54597,"Olzheim","Kleinlangenfelder Str. 900Z / 18","1500","2003-12-28",2089737,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,2090,6375,305,1672.864,50.2730326766051,6.45716338286477
"326","Olzheim 54597 Germany","E31238010000030212000000560618337",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206288,54597,"Olzheim","Olzheimer Berg 904Z / 4","600","1998-01-31",759220,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,759,6375,840,2192.4864,50.2731089006488,6.45748564524057
"327","Orlenbach 54595 Germany","E31238010000030212000000558701424","ENERCON GmbH","E40",500,"30.09.1998",7232290,50.1547,6.391396,65,40,723206290,54595,"Orlenbach","Dorfstr. 14","500","1998-09-30",555047,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,555,6375,1149,2272.128,50.1545027847886,6.39139120013025
"328","Ormont 54597 Germany","E31238010000030212000000630310551",NA,NA,NA,NA,NA,NA,NA,NA,NA,723306232,54597,"Ormont","Goldberg 1 / 59","300","1991-07-11",45037,7233,"Vulkaneifel",723306,"Geroldstein",2825,45,9605,21344,3732.224,50.3179815452022,6.43861381691247
"329","Ormont 54597 Germany","E31238010000030212000000630318069",NA,NA,NA,NA,NA,NA,NA,NA,NA,723306232,54597,"Ormont","Goldberg 1 / 59+ 84/1","300","1993-02-09",45037,7233,"Vulkaneifel",723306,"Geroldstein",2825,45,9605,21344,3732.224,50.3179343550674,6.43881353122731
"330","Ormont 54597 Germany","E31238010000000000000053249318044","ENERCON GmbH","E-58",1000,"12.11.2003",7233232,50.343302,6.439071,70,58,723306232,54597,"Ormont","Weinstr. 900Z / 46","1000","2003-11-12",1028982,7233,"Vulkaneifel",723306,"Geroldstein",2825,1029,9605,933,3348.0704,50.3431934513155,6.43909785247818
"331","Ormont 54597 Germany","E31238010000030212000000630301215",NA,NA,NA,NA,NA,NA,NA,NA,NA,723306232,54597,"Ormont","Goldberg 1 / 59","300","1991-07-11",45037,7233,"Vulkaneifel",723306,"Geroldstein",2825,45,9605,21344,3732.224,50.3180136056746,6.43873648449927
"332","Ormont 54597 Germany","E31238010000030212000000630311806",NA,NA,NA,NA,NA,NA,NA,NA,NA,723306232,54597,"Ormont","Goldberg 1 / 59","300","1991-07-11",45037,7233,"Vulkaneifel",723306,"Geroldstein",2825,45,9605,21344,3732.224,50.3176641452507,6.43855755620365
"333","Ormont 54597 Germany","E31238010000000000000053249301550","ENERCON GmbH","E-58",1000,"12.11.2003",7233232,50.340169,6.441389,70,58,723306232,54597,"Ormont","Weinstr. 900Z / 48","1000","2003-11-12",1028982,7233,"Vulkaneifel",723306,"Geroldstein",2825,1029,9605,933,3348.0704,50.3400131901319,6.44130944537263
"334","Ormont 54597 Germany","E31238010000030212000000630318067",NA,NA,NA,NA,NA,NA,NA,NA,NA,723306232,54597,"Ormont","Goldberg 1 / 59 + 84/1","300","1993-02-09",45037,7233,"Vulkaneifel",723306,"Geroldstein",2825,45,9605,21344,3732.224,50.317665686867,6.43865846289163
"335","Ormont 54597 Germany","E31238010000030212000000630318068",NA,NA,NA,NA,NA,NA,NA,NA,NA,723306232,54597,"Ormont","Goldberg 1 / 59 + 84/1","300","1993-02-09",45037,7233,"Vulkaneifel",723306,"Geroldstein",2825,45,9605,21344,3732.224,50.3176628481968,6.43882825986025
"336","Ormont 54597 Germany","E31238010000030212000000629009141",NA,NA,NA,NA,NA,NA,NA,NA,NA,723306232,54597,"Ormont","Walenstr. 901 / 10","1000","2000-04-26",1459740,7233,"Vulkaneifel",723306,"Geroldstein",2825,1460,9605,658,3179.808,50.3177406503131,6.43850648224772
"337","Ormont 54597 Germany","E31238010000030212000000630318070",NA,NA,NA,NA,NA,NA,NA,NA,NA,723306232,54597,"Ormont","Goldberg 1 / 59 + 84/1","300","1993-02-09",45037,7233,"Vulkaneifel",723306,"Geroldstein",2825,45,9605,21344,3732.224,50.317819828855,6.43885635702814
"338","Ormont 54597 Germany","E31238010000030212000000629009142",NA,NA,NA,NA,NA,NA,NA,NA,NA,723306232,54597,"Ormont","Walenstr. 901 / 65","500","1999-06-30",729871,7233,"Vulkaneifel",723306,"Geroldstein",2825,730,9605,1316,3464.8,50.3178410591369,6.43848012792915
"339","Pellingen 54331 Germany","E31238010000010170000001432611721","Nordex SE","N60",1300,"16.12.1999",7235106,49.653406,6.672594,69,60,723503106,54331,"Pellingen","An der K 61 / 39/1","1300","1999-12-16",1694940,7235,"Trier-Saarburg",723503,"Konz",2675,1695,9095,537,2888.96,49.6534414162619,6.67258271795228
"340","Pellingen 54331 Germany","E31238010000010170000001432601324","Nordex SE","N60",1300,"16.12.1999",7235106,49.65576,6.671539,69,60,723503106,54331,"Pellingen","An der K 61 / 49","1300","1999-12-16",1694940,7235,"Trier-Saarburg",723503,"Konz",2675,1695,9095,537,2888.96,49.6555979641488,6.67147088687209
"341","Pirmasens 66955 Germany","E301610166955AAAD1001086600000000","GE Renewable Germany GmbH","77 1,5",1500,"03.11.2003",7340053,49.152752,7.572352,85,77,731700000,66955,"Pirmasens","Littersbachstr. 0","1500","2003-11-03",2932902,7317,"Pirmasens",731700,"Pirmasens",2300,2933,7820,267,1907.8848,49.152937114532,7.57239577673632
"342","Pittenbach 54595 Germany","E31238010000000000000050272011489","ENERCON GmbH","E58",1000,"30.07.2003",7232292,50.171813,6.325573,89,58,723206292,54595,"Pittenbach","Dorfstraße 900Z","1000","2003-07-30",1175705,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,1176,6375,542,2029.6896,50.1718845147747,6.32543420666228
"343","Pittenbach 54595 Germany","E31238010000000000000050272000030","ENERCON GmbH","E66",1800,"16.10.2003",7232292,50.174399,6.3269,98,70,723206292,54595,"Pittenbach","Dorfstraße 900Z","1800","2003-10-16",2116266,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,2116,6375,301,1662.7136,50.1742379084031,6.32699452982843
"344","Plütscheid 54597 Germany","E31238010000030212000000704418670","ENERCON GmbH","E-66",1500,"01.10.1999",7232293,50.093885,6.437259,67,66,723201293,54597,"Plütscheid","Windkraftanlage 900 / 48/2","1500","1998-12-01",2490186,7232,"Eifelkreis Bitburg-Prüm",723201,"Arzfeld",1875,2490,6375,256,1516.704,50.0937824318453,6.43706108495092
"345","Plütscheid 54597 Germany","E31238010000030212000000704401224","ENERCON GmbH","E40",1000,"01.12.1998",7232293,50.093056,6.439111,68,40,723201293,54597,"Plütscheid","Windkraftanlage 900 / 49","500","1998-12-01",830063,7232,"Eifelkreis Bitburg-Prüm",723201,"Arzfeld",1875,830,6375,768,2164.768,50.0931601674184,6.43903430910116
"346","Plütscheid 54597 Germany","E31238010000030212000000704402583","ENERCON GmbH","E40",500,"01.12.1998",7232293,50.093103,6.438984,65,40,723201293,54597,"Plütscheid","Windkraftanlage 900 / 46","500","1998-12-01",830063,7232,"Eifelkreis Bitburg-Prüm",723201,"Arzfeld",1875,830,6375,768,2164.768,50.0931564519033,6.43917088816205
"347","Prüm Eifelkreis Bitburg-Prüm 
                                  Germany","E31238010000030212000001534456471",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206231,54597,"Habscheid","Übergabe Kesfelder Str. 15 / 99/5","600","1999-12-01",775122,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,775,6375,823,2186.24,NA,NA
"348","Prüm Eifelkreis Bitburg-Prüm 
                                  Germany","E31238010000030212000000491111480",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206231,54597,"Habscheid","Hallert 902","600","1995-02-01",598440,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,598,6375,1066,2255.3408,NA,NA
"349","Prüm Eifelkreis Bitburg-Prüm 
                                  Germany","E31238010000030212000000491122555",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206231,54597,"Habscheid","Hallert 902","600","1995-02-01",598440,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,598,6375,1066,2255.3408,NA,NA
"350","Prüm Eifelkreis Bitburg-Prüm 
                                  Germany","E31238010000030212000001534456473",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206231,54597,"Habscheid","Übergabe Kesfelder Str. 15 / 54","600","1999-11-30",775122,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,775,6375,823,2186.24,NA,NA
"351","Prüm Eifelkreis Bitburg-Prüm 
                                  Germany","E31238010000030212000001534400517",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206231,54597,"Habscheid","Kesfelder Str. 15 / 54","600","2002-08-06",775122,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,775,6375,823,2186.24,NA,NA
"352","Prüm Eifelkreis Bitburg-Prüm 
                                  Germany","E31238010000030212000001534400518",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206231,54597,"Habscheid","Kesfelder Str. 15 / 99/3","500","1998-03-16",658363,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,658,6375,969,2231.9168,NA,NA
"353","Prüm Eifelkreis Bitburg-Prüm 
                                  Germany","E31238010000000000000038538618906",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206231,54597,"Habscheid","Winkelsweg 900Z / 55","500","1998-10-05",627137,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,627,6375,1017,2244.0192,NA,NA
"354","Queidersbach 66851 Germany","E30254010000000000005230788701721","Vestas Deutschland GmbH","V-80",2000,"12.06.2002",7335021,49.365883,7.619488,100,80,733511037,66851,"Queidersbach","Gemarkung Queidersbach, Flurst. 847, 847/2","2000","2002-06-12",3308188,7335,"Kaiserslautern",733511,"Landstuhl",2375,3308,8075,244,1861.0368,49.3659146046824,7.6195658969042
"355","Reichenbach-Steegen 66879 Germany","E30254010000000000005231606303529","Vestas Deutschland GmbH","V-80",2000,"19.01.2003",7335501,49.519808,7.533332,100,80,733509501,66879,"Reichenbach-Steegen","Gemarkung Reichenbach-Steegen, Flurst. 1540/1","2000","2003-01-19",2885151,7335,"Kaiserslautern",733509,"Weilerbach",2375,2885,8075,280,2026.176,49.519644885998,7.53333500831078
"356","Reichenbach-Steegen 66879 Germany","E30254010000000000005231606303531","Vestas Deutschland GmbH","V-80",2000,"28.12.2002",7335501,49.518739,7.539336,100,80,733509501,66879,"Reichenbach-Steegen","Gemarkung Reichenbach-Steegen, Flurst. 1444/1","2000","2002-12-28",2885151,7335,"Kaiserslautern",733509,"Weilerbach",2375,2885,8075,280,2026.176,49.5188793018397,7.53924318764458
"357","Reichenbach-Steegen 66879 Germany","E30254010000000000005231606303528","Vestas Deutschland GmbH","V-80-2.0",2000,"14.02.2003",7335501,49.520949,7.530289,100,80,733509501,66879,"Reichenbach-Steegen","Gemarkung Reichenbach-Steegen, Flurst. 1520/1","2000","2003-02-14",2885151,7335,"Kaiserslautern",733509,"Weilerbach",2375,2885,8075,280,2026.176,49.5209738019873,7.53014321655644
"358","Reichenbach-Steegen 66879 Germany","E30254010000000000005231606303530","Vestas Deutschland GmbH","V-80",2000,"16.01.2003",7335501,49.518207,7.53529,100,80,733509501,66879,"Reichenbach-Steegen","Gemarkung Reichenbach-Steegen, Flurst. 1530/1","2000","2003-01-16",2885151,7335,"Kaiserslautern",733509,"Weilerbach",2375,2885,8075,280,2026.176,49.5180718945599,7.53512520265119
"359","Reichenbach-Steegen 66879 Germany","E30254010000000000005231606303532","Vestas Deutschland GmbH","V-80",2000,"29.12.2002",7335501,49.519194,7.543122,100,80,733509501,66879,"Reichenbach-Steegen","Gemarkung Reichenbach-Steegen, Flurst. 1440/1","2000","2002-12-29",2885151,7335,"Kaiserslautern",733509,"Weilerbach",2375,2885,8075,280,2026.176,49.519098491933,7.54312396500253
"360","Reinsfeld 54421 Germany","E31238010000000000000044872518893","Nordex Energy GmbH","S70",1500,"16.10.2002",7235045,49.684727,6.91433,85,70,723501114,54421,"Reinsfeld","Am Dörrenbach 900Z / 55","1500","2002-10-16",1434761,7235,"Trier-Saarburg",723501,"Hermeskeil",2675,1435,9095,634,2990.464,49.6847146482866,6.91448364162009
"361","Reinsfeld 54421 Germany","E31238010000000000000044872518894","Nordex Energy GmbH","S70",1500,"22.10.2002",7235045,49.685502,6.910769,85,70,723501114,54421,"Reinsfeld","Am Dörrenbach 900Z / 50","1500","2002-11-01",1434761,7235,"Trier-Saarburg",723501,"Hermeskeil",2675,1435,9095,634,2990.464,49.6854687495379,6.91085854585046
"362","Reinsfeld 54421 Germany","E31238010000000000000044872518891","Nordex Energy GmbH","S70",1500,"16.10.2002",7235045,49.682294,6.911554,85,70,723501114,54421,"Reinsfeld","Am Dörrenbach 900Z / 33","1500","2002-10-16",1434761,7235,"Trier-Saarburg",723501,"Hermeskeil",2675,1435,9095,634,2990.464,49.6824420280608,6.91174496551621
"363","Reinsfeld 54421 Germany","E31238010000000000000044872518892","Nordex Energy GmbH","S70",1500,"17.10.2002",7235045,49.682013,6.91536,85,70,723501114,54421,"Reinsfeld","Am Dörrenbach 900Z / 43","1500","2002-11-01",1434761,7235,"Trier-Saarburg",723501,"Hermeskeil",2675,1435,9095,634,2990.464,49.6820737650758,6.91529449140778
"364","Reinsfeld 54421 Germany","E31238010000000000000044872517907","Nordex Energy GmbH","S70",1500,"15.10.2002",7235045,49.684644,6.907732,85,70,723501114,54421,"Reinsfeld","Am Dörrenbach 900Z / 12","1500","2002-10-15",1434761,7235,"Trier-Saarburg",723501,"Hermeskeil",2675,1435,9095,634,2990.464,49.6848185095748,6.90786383533615
"365","Rettert 56370 Germany","E31495010000000000060208043100000","ENERCON GmbH","ENERCON-40 E2 6.44",600,"15.03.2002",7141117,50.236944,7.945,65,44,714111117,56370,"Rettert","Tannenhof 0/WEA","600","2002-03-12",887764,7141,"Rhein-Lahn",714111,"Aar-Einrich",3700,888,12580,1417,4564.5568,50.2370706220807,7.94506762761744
"366","Rieden 56745 Germany","E31238010000000000000040482118052","Vestas Deutschland GmbH","Vestas V 47 - 660/200 kW",660,"07.12.2001",7131211,50.409069,7.176052,65,47,713704093,56745,"Rieden","Brohltalstr. 999 / 110","660","2001-12-07",871954,7137,"Mayen-Koblenz",713704,"Mendig",2275,872,7735,887,2679.3152,50.409117194119,7.17585881359554
"367","Rieden 56745 Germany","E31238010000000000000040482118053","Vestas Deutschland GmbH","Vestas V 47 - 660/200 kW",660,"12.12.2001",7137049,50.409683,7.178616,65,47,713704093,56745,"Rieden","Brohltalstr. 999 / 26","660","2001-12-12",871954,7137,"Mayen-Koblenz",713704,"Mendig",2275,872,7735,887,2679.3152,50.4098078594358,7.17867197256664
"368","Rieden 56745 Germany","E31238010000000000000040482109118","Vestas Deutschland GmbH","Vestas V 47 - 660/200 kW",660,"05.12.2001",7131211,50.40571,7.17005,65,47,713704093,56745,"Rieden","Brohltalstr. 900 / 138","660","2001-12-05",871954,7137,"Mayen-Koblenz",713704,"Mendig",2275,872,7735,887,2679.3152,50.4055555163496,7.17010719350679
"369","Rieden 56745 Germany","E31238010000000000000040482118055",NA,NA,NA,NA,NA,NA,NA,NA,NA,713704093,56745,"Rieden","Brohltalstr. 999 / 108","660","2002-04-10",871954,7137,"Mayen-Koblenz",713704,"Mendig",2275,872,7735,887,2679.3152,50.3950884054259,7.18032526398727
"370","Rieden 56745 Germany","E31238010000000000000040482118054","Vestas Deutschland GmbH","Vestas V 47 - 660/200 kW",660,"13.12.2001",7137049,50.406866,7.176266,65,47,713704093,56745,"Rieden","Brohltalstr. 999 / 92","660","2001-12-13",871954,7137,"Mayen-Koblenz",713704,"Mendig",2275,872,7735,887,2679.3152,50.4067378002798,7.17626045065362
"371","Roes 56754 Germany","E31238010000050311000000236501176","Tacke GmbH & Co. KG","GEWE K600",600,"20.08.1996",7135075,50.239356,7.236769,60,43,713502075,56754,"Roes","Arenberg 1 / 6/2","600","1996-08-20",686649,7135,"Cochem-Zell",713502,"Kaisersesch",2275,687,7735,1126,2751.5392,50.2393650279791,7.23684587456785
"372","Roes 56754 Germany","E31238010000050311000000236518006","Tacke GmbH & Co. KG","GEWE K600",600,"20.08.1996",7135075,50.238397,7.241017,60,43,713502075,56754,"Roes","Arenberg 1 / 24","600","1996-08-20",686649,7135,"Cochem-Zell",713502,"Kaisersesch",2275,687,7735,1126,2751.5392,50.238527510998,7.24120237602993
"373","Roes 56754 Germany","E31238010000050311000000236518007","Tacke GmbH & Co. KG","GEWE K600",600,"20.08.1996",7135075,50.240206,7.244317,60,43,713502075,56754,"Roes","Arenberg 1 / 27","600","1996-08-20",686649,7135,"Cochem-Zell",713502,"Kaisersesch",2275,687,7735,1126,2751.5392,50.2402197369897,7.24446825155235
"374","Roes 56754 Germany","E31238010000050311000000236518008","Tacke GmbH & Co. KG","GEWE K600",600,"20.08.1996",7135075,50.241889,7.242742,60,43,713502075,56754,"Roes","Arenberg 1 / 52","600","1996-08-20",686649,7135,"Cochem-Zell",713502,"Kaisersesch",2275,687,7735,1126,2751.5392,50.242073530852,7.24270524752225
"375","Roth 54597 Germany","E31238010000000000000055549250892","Nordex SE","S-77",1500,"01.06.2005",7232302,50.320783,6.393495,85,77,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 33","1500","2005-06-01",2385455,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,2385,6375,267,1557.696,50.3208356774664,6.39341883933151
"376","Roth 54597 Germany","E31238010000000000000055549250895","Nordex SE","S-77",1500,"09.06.2005",7232302,50.321655,6.382592,85,77,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 9","1500","2005-06-09",2385455,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,2385,6375,267,1557.696,50.3215281503495,6.38239984403179
"377","Roth 54597 Germany","E31238010000000000000055549250896","Nordex SE","S-70",1500,"11.06.2005",7233232,50.336675,6.466976,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 47","1500","2005-06-11",1968466,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,1968,6375,324,1720.4928,50.3365807805653,6.46715804886755
"378","Roth 54597 Germany","E31238010000000000000055549250893","Nordex SE","S-70",1500,"02.06.2005",7233232,50.33411,6.463257,65,79,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 62","1500","2005-06-02",1968466,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,1968,6375,324,1720.4928,50.3342975892587,6.46311703473373
"379","Roth 54597 Germany","E31238010000000000000055549250894","Nordex SE","S-77",1500,"02.06.2005",7232302,50.320319,6.389756,85,77,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 15","1500","2005-06-02",2385455,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,2385,6375,267,1557.696,50.3203991045665,6.3899479093811
"380","Roth 54597 Germany","E31238010000000000000055549250891","Nordex SE","S-77",1500,"26.05.2005",7232302,50.321589,6.397124,85,77,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 37","1500","2005-05-26",2385455,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,2385,6375,267,1557.696,50.3214274307168,6.3972069661455
"381","Roth 54597 Germany","E31238010000000000000055549250898","Nordex SE","S-70",1500,"23.06.2005",7233232,50.339966,6.462373,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 6/2","1500","2005-06-23",1968466,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,1968,6375,324,1720.4928,50.3398717085661,6.46256509894175
"382","Roth 54597 Germany","E31238010000000000000055549250899","Nordex SE","S-70",1500,"23.06.2005",7233232,50.340322,6.46548,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 7/2","1500","2005-06-23",1968466,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,1968,6375,324,1720.4928,50.3403741708446,6.46551004794437
"383","Roth 54597 Germany","E31238010000000000000055549250897","Nordex SE","S-70",1500,"16.06.2005",7233232,50.338326,6.465573,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 32/3","1500","2005-06-16",1968466,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,1968,6375,324,1720.4928,50.3382720148438,6.46545051011532
"384","Roth 54597 Germany","E31238010000000000000055549227987","Nordex SE","S-77",1500,"11.05.2005",7232302,50.318722,6.412223,85,77,723206302,54597,"Roth","Flur 8 / 30/1","1500","2005-05-11",2385455,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,2385,6375,267,1557.696,50.3188652397331,6.4123064530687
"385","Roth 54597 Germany","E31238010000000000000055549250890","Nordex SE","S-77",1500,"11.05.2005",7232302,50.320529,6.417279,85,77,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 26/1","1500","2005-05-11",2385455,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,2385,6375,267,1557.696,50.3205599129346,6.41723291124785
"386","Roth 54597 Germany","E31238010000000000000055549250904","Nordex SE","S-70",1500,"06.07.2005",7233232,50.34082,6.469039,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 7/2   17/2","1500","2005-07-06",1968466,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,1968,6375,324,1720.4928,50.3409319887002,6.46906752840293
"387","Roth 54597 Germany","E31238010000000000000055549250901","Nordex SE","S-70",1500,"29.06.2005",7233232,50.342373,6.467341,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 12 & 13","1500","2005-06-29",1968466,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,1968,6375,324,1720.4928,50.3422411071467,6.46735673064234
"388","Roth 54597 Germany","E31238010000000000000055549250903","Nordex SE","S-70",1500,"30.06.2005",7233232,50.338493,6.468679,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 30","1500","2005-06-30",1968466,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,1968,6375,324,1720.4928,50.3385169405312,6.46868133097672
"389","Roth 54597 Germany","E31238010000000000000055549250900","Nordex SE","S-70",1500,"28.06.2005",7233232,50.336228,6.464064,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 44","1500","2005-06-28",1968466,7232,"Eifelkreis Bitburg-Prüm",723206,"Prüm",1875,1968,6375,324,1720.4928,50.3361828064595,6.46396242172665
"390","Rothselberg 67753 Germany","E30254010000000000005231606303534","ENERCON GmbH","E-66/20.70",2000,"02.12.2004",7336087,49.521912,7.607461,98,70.4,733608087,67753,"Rothselberg","Gemarkung Rothselberg, Flurst. 3085","2000","2004-12-02",2411484,7336,"Kusel",733608,"Lauterecken-Wolfstein",2700,2411,9180,381,2642.6176,49.5220264862902,7.60758346766156
"391","Rothselberg 67753 Germany","E30254010000000000005231606303533","ENERCON GmbH","E-66/20.70",2000,"08.12.2004",7336087,49.530546,7.589261,98,70.4,733608087,67753,"Rothselberg","Gemarkung Rothselberg, Flurst. 2885","2000","2004-12-08",2411487,7336,"Kusel",733608,"Lauterecken-Wolfstein",2700,2411,9180,381,2642.6176,49.5304982644474,7.58927108471288
"392","Rothselberg 67753 Germany","E30254010000000000005230788501717","ENERCON GmbH","E66.70",1600,"24.12.2003",7336087,49.529003,7.600984,98,70,733608087,67753,"Rothselberg","Gemarkung Rothselberg, Flurst. 3240","1600","2003-12-19",1073544,7336,"Kusel",733608,"Lauterecken-Wolfstein",2700,1074,9180,855,3164.5824,49.5288250448772,7.60100205987554
"393","Rückweiler 55776 Germany","E31280100000000000000000174201515","DeWind GmbH","D6",1250,"21.12.2002",7134033,49.567652,7.21169,91.5,62,713401074,55776,"Rückweiler","Berglangenbacher Str. 900Z","1250","2002-12-20",1950842,7134,"Birkenfeld",713401,"Baumholder",1850,1951,6290,322,1693.9456,49.567682533536,7.21164372909298
"394","Rückweiler 55776 Germany","E31280100000000000000000174222341",NA,NA,NA,NA,NA,NA,NA,NA,NA,713401074,55776,"Rückweiler","Berglangenbacher Str. 900Z","1250","2002-12-21",1950842,7134,"Birkenfeld",713401,"Baumholder",1850,1951,6290,322,1693.9456,49.5816284281429,7.23822132444299
